gene,log2FC,pval,padj,-log10p,significance
GENE_1860,0.5916853286236545,0.08726819419869628,0.962775406735248,1.059144010599746,NS
GENE_1120,0.37770286973558154,0.2157918325246021,0.962775406735248,0.6659649968941749,NS
GENE_1116,0.909733151123211,0.024957253723267285,0.962775406735248,1.602803205786484,NS
GENE_1114,-0.37625873609286486,0.4183837841024135,0.962775406735248,0.37842515638580315,NS
GENE_1083,-0.43383082613604795,0.30184091073663755,0.962775406735248,0.5202218974197714,NS
GENE_1082,0.3742898859642789,0.34105346037331596,0.962775406735248,0.46717753970148135,NS
GENE_1081,-0.23490172177766677,0.5846439186786638,0.962775406735248,0.233108563382673,NS
GENE_1080,0.7212548429975332,0.09244999790667108,0.962775406735248,1.034093094338461,NS
GENE_1870,0.21907719041804086,0.553881555707519,0.962775406735248,0.2565830966475331,NS
GENE_1042,0.20020312735863044,0.5834686684731607,0.962775406735248,0.2339824600548606,NS
GENE_1040,0.2933676777671721,0.5498778470251211,0.962775406735248,0.2597337764238571,NS
GENE_1039,-0.5047433120397811,0.20397749251043573,0.962775406735248,0.6904177512887785,NS
GENE_1038,-0.2703023453183029,0.5864070776101429,0.962775406735248,0.23180079664032427,NS
GENE_1036,-0.1493878204618353,0.6125693377102475,0.962775406735248,0.21284474568895592,NS
GENE_1032,0.34958850609969083,0.22743238851267356,0.962775406735248,0.643147687622306,NS
GENE_1029,0.5831970895377445,0.1583652690942572,0.962775406735248,0.8003400569293584,NS
GENE_1027,0.05665386369730108,0.59764161039769,0.962775406735248,0.2235591726769355,NS
GENE_1871,0.3936721742441902,0.35958505931140694,0.962775406735248,0.4441983614143683,NS
GENE_1872,0.38843272166174625,0.3173161452591148,0.962775406735248,0.4985078301417657,NS
GENE_1023,0.37447942270065315,0.26722214545048406,0.962775406735248,0.5731275535003364,NS
GENE_1022,0.332078604918971,0.5183809184702673,0.962775406735248,0.28535099316290485,NS
GENE_1021,-0.2859443785548148,0.3560064567272211,0.962775406735248,0.4485421253541625,NS
GENE_1019,0.4473977448951114,0.2541712313826031,0.962775406735248,0.594873607042579,NS
GENE_1045,-0.6397600012661915,0.15486176442599986,0.962775406735248,0.8100557968863186,NS
GENE_1144,0.6235555301873745,0.1377676716228907,0.962775406735248,0.8608526814339562,NS
GENE_1046,0.30092238509686453,0.47717396255815336,0.962775406735248,0.3213232620382104,NS
GENE_1048,-0.30344322126433454,0.417891842747789,0.962775406735248,0.3789361062054977,NS
GENE_1077,0.46386775294437665,0.08369076387048939,0.962775406735248,1.077322468188471,NS
GENE_1075,-0.32750294597556273,0.4297882908328473,0.962775406735248,0.36674542061738263,NS
GENE_1074,-0.18754498266454256,0.6012091410793562,0.962775406735248,0.22097442480811255,NS
GENE_1073,0.5311589998515327,0.15461378472554502,0.962775406735248,0.8107517887918256,NS
GENE_1070,-0.32398173475349346,0.41396901413190546,0.962775406735248,0.38303216490603453,NS
GENE_1069,0.5246728154378406,0.23207688914914804,0.962775406735248,0.6343681056222048,NS
GENE_1864,0.5231906594056079,0.13021857567507994,0.962775406735248,0.8853270592566401,NS
GENE_1064,0.24399358384002223,0.5340108316476273,0.962775406735248,0.2724499338383239,NS
GENE_1063,-0.5877352030668268,0.07949647190739105,0.962775406735248,1.099652145119024,NS
GENE_1062,0.9531302977379132,0.027978926149311342,0.962775406735248,1.5531689580492702,NS
GENE_1059,0.25136857316639993,0.4428954250284316,0.962775406735248,0.3536988058185805,NS
GENE_1868,-0.3526066908084404,0.44697305987376557,0.962775406735248,0.3497186520375269,NS
GENE_1055,0.24043893475640843,0.45210206863610647,0.962775406735248,0.34476350580536347,NS
GENE_1869,-0.62513254116692,0.11044061160175692,0.962775406735248,0.956871196975434,NS
GENE_1052,-0.26144807885892707,0.32147420092938106,0.962775406735248,0.4928538745082993,NS
GENE_1047,0.7564072224935732,0.03836117216764412,0.962775406735248,1.4161081309549168,NS
GENE_1145,-0.3278715329364168,0.4921435966778497,0.962775406735248,0.30790816116391384,NS
GENE_1147,-0.5488367573260184,0.1346192371969407,0.962775406735248,0.8708928746476284,NS
GENE_1148,-0.2528704748943724,0.3937397888071471,0.962775406735248,0.40479069598891615,NS
GENE_1234,-0.45597535457733596,0.31897539805506425,0.962775406735248,0.4962428119301414,NS
GENE_1233,0.47091202655270425,0.21138352767046786,0.962775406735248,0.6749288586584353,NS
GENE_1231,0.44074231710130896,0.20765645762150042,0.962775406735248,0.6826545588195659,NS
GENE_1849,-0.5026701506967539,0.2919383910077916,0.962775406735248,0.5347087898817735,NS
GENE_1228,0.3109084274889735,0.42183281758142466,0.962775406735248,0.3748596362131687,NS
GENE_1227,0.7734368207292146,0.040488192501372776,0.962775406735248,1.3926716108384405,NS
GENE_1224,-0.3908090992366331,0.40474262516808224,0.962775406735248,0.3928210558000026,NS
GENE_1851,-0.4458761902858379,0.30184091073663755,0.962775406735248,0.5202218974197714,NS
GENE_1221,-0.7449493882236764,0.04805541981382579,0.962775406735248,1.3182576243846356,NS
GENE_1220,-0.33419060753001784,0.4782348915063115,0.962775406735248,0.32035874140329984,NS
GENE_1216,0.3073613190389173,0.5106536080333393,0.962775406735248,0.2918735952290347,NS
GENE_1215,-0.24373386729103164,0.3454101258522899,0.962775406735248,0.4616649350450087,NS
GENE_1214,-0.6471406588992412,0.06665059205195913,0.962775406735248,1.1761959884293143,NS
GENE_1213,-0.4621064642247781,0.18233351235271478,0.962775406735248,0.7391335019853651,NS
GENE_1212,0.4517301334405852,0.23543660260518706,0.962775406735248,0.6281260178149427,NS
GENE_1235,0.21736195507093647,0.43732209508717457,0.962775406735248,0.35919857997957366,NS
GENE_1211,-0.9592440809792153,0.00874499396970222,0.962775406735248,2.0582404856622576,NS
GENE_1237,0.42468836494373896,0.31319462096762596,0.962775406735248,0.5041857054395691,NS
GENE_1243,-0.2716672391176367,0.46037517519872806,0.962775406735248,0.3368881028634464,NS
GENE_1270,-0.38142511534902557,0.43379089954441696,0.962775406735248,0.3627195632464439,NS
GENE_1267,-0.3024438907844864,0.4634989487568837,0.962775406735248,0.3339512465240198,NS
GENE_1266,0.2384736838134156,0.6083730486432755,0.962775406735248,0.21583003374587595,NS
GENE_1265,-0.2903194325101319,0.4937624447029191,0.962775406735248,0.30648194534483125,NS
GENE_1264,0.37601815570839126,0.384320462246442,0.962775406735248,0.41530649192352875,NS
GENE_1837,-0.4898928672541274,0.13731443180795658,0.962775406735248,0.8622838158209197,NS
GENE_1257,0.5557291007838989,0.08538655270747422,0.962775406735248,1.068610519765161,NS
GENE_1842,0.29072074867592423,0.5233782032223513,0.962775406735248,0.2811843680877504,NS
GENE_1255,-0.3472433740882668,0.5770252430407554,0.962775406735248,0.2388051874101151,NS
GENE_1253,0.3147226924114417,0.4750559746216615,0.962775406735248,0.3232552155601926,NS
GENE_1252,-0.4165709885614195,0.3718252201616917,0.962775406735248,0.42966115623817147,NS
GENE_1844,1.0843132816481669,0.014424901508042157,0.962775406735248,1.840887143486604,NS
GENE_1249,0.2628088293065831,0.3281978838858075,0.962775406735248,0.4838642234647648,NS
GENE_1248,0.3882420088508738,0.32272639560931904,0.962775406735248,0.4911655124434279,NS
GENE_1246,-0.17812679150395017,0.3833862270815622,0.962775406735248,0.41636349294443736,NS
GENE_1241,0.6983507249020136,0.04467753874612183,0.962775406735248,1.3499107598720066,NS
GENE_1018,0.8587531814534026,0.05185049688358869,0.962775406735248,1.285247077408658,NS
GENE_1210,0.1827896737673651,0.518381112024791,0.962775406735248,0.2853508310048414,NS
GENE_1852,-0.30127050279924994,0.5504513302754568,0.962775406735248,0.25928107438018777,NS
GENE_1173,-1.2017310108770758,0.0012675512731711311,0.962775406735248,2.8970344641800967,NS
GENE_1169,-0.24239497309937263,0.34453511972877315,0.962775406735248,0.4627665022700737,NS
GENE_1168,0.3773710723734425,0.28998440703429273,0.962775406735248,0.5376253542425246,NS
GENE_1167,0.15256165529818233,0.5881755608826529,0.962775406735248,0.23049302470196603,NS
GENE_1165,-0.8241980870988748,0.01785235083317512,0.962775406735248,1.7483045870222498,NS
GENE_1163,0.28845346096421487,0.5295227211065017,0.962775406735248,0.2761154001656188,NS
GENE_1162,0.29887220181126395,0.5706153586545173,0.962775406735248,0.24365654307302162,NS
GENE_1855,-0.18609242267979464,0.5834684072006204,0.962775406735248,0.23398265452845282,NS
GENE_1158,-0.2741012204436366,0.6155737494102258,0.962775406735248,0.21071990854387912,NS
GENE_1156,0.6404371947487872,0.07618089147455058,0.962775406735248,1.1181539494984807,NS
GENE_1154,-0.2047396816242788,0.3668065691125485,0.962775406735248,0.4355628951836299,NS
GENE_1153,0.27688816373171043,0.3087006661617202,0.962775406735248,0.5104624333295438,NS
GENE_1151,-0.14482861772728395,0.5752742951835565,0.962775406735248,0.24012503099682447,NS
GENE_1857,-0.3239831317102535,0.4624570358336365,0.962775406735248,0.3349286087997553,NS
GENE_1149,-0.46420360372304703,0.2620928409125257,0.962775406735248,0.5815448416808262,NS
GENE_1176,-0.3548407602629817,0.5018975576757617,0.962775406735248,0.29938491766825276,NS
GENE_1209,-0.5467515298951025,0.12382446210503585,0.962775406735248,0.9071935499219017,NS
GENE_1178,-0.4010097775660677,0.32147397702008396,0.962775406735248,0.4928541769979105,NS
GENE_1184,0.271683182569765,0.4418763943803642,0.962775406735248,0.3546991984018998,NS
GENE_1207,-0.5060288644028654,0.20155102909640155,0.962775406735248,0.6956149800475336,NS
GENE_1853,1.0277890939736336,0.00942587494946623,0.962775406735248,2.0256783262056026,NS
GENE_1204,0.43374413194816164,0.23882949944378418,0.962775406735248,0.621912031586186,NS
GENE_1203,-0.27689151392328704,0.4634997762645463,0.962775406735248,0.33395047115723253,NS
GENE_1202,-0.3563108830800221,0.2492172588877808,0.962775406735248,0.6034218850458436,NS
GENE_1198,-0.263475907128222,0.5317648448809419,0.962775406735248,0.27428037738219063,NS
GENE_1196,0.35784045175922774,0.4129929632492141,0.962775406735248,0.3840573479757336,NS
GENE_1195,-0.3055733669527738,0.4840931325023865,0.962775406735248,0.31507107835368453,NS
GENE_1194,0.27034943806218337,0.4682084364433984,0.962775406735248,0.3295607652062345,NS
GENE_1193,-0.6033367040846578,0.10103799557998695,0.962775406735248,0.9955152780226556,NS
GENE_1191,0.18657499848634185,0.5306437513927853,0.962775406735248,0.2751969454484347,NS
GENE_1190,-0.48304494931353936,0.20276093801275297,0.962775406735248,0.6930157083106389,NS
GENE_1189,0.3398380617013643,0.49430249335977694,0.962775406735248,0.3060071988662282,NS
GENE_1854,-0.2886131239565053,0.5982356574537704,0.962775406735248,0.2231277046883677,NS
GENE_1185,0.6926173193199388,0.1368622518943118,0.962775406735248,0.8637163185174979,NS
GENE_1183,0.540549005727355,0.15190630971407865,0.962775406735248,0.8184241865250034,NS
GENE_1271,-0.554820544137617,0.2113833163635922,0.962775406735248,0.6749292927956501,NS
GENE_1017,-0.4573095347723495,0.3542252941079683,0.962775406735248,0.4507204304432319,NS
GENE_1014,0.11563561670583056,0.614371672859593,0.962775406735248,0.21156881674668943,NS
GENE_0845,-0.5541690168907705,0.09615284982938686,0.962775406735248,1.0170378393835293,NS
GENE_1892,0.44230056453941113,0.18629288606783145,0.962775406735248,0.7298037291105988,NS
GENE_0842,-0.3004665111490281,0.36953929486634574,0.962775406735248,0.43233937422109375,NS
GENE_0839,0.9105907795293682,0.007746309971273147,0.962775406735248,2.1109051285582976,NS
GENE_0837,0.41924536530496237,0.3156569042647881,0.962775406735248,0.5007847070453035,NS
GENE_0836,-0.6707878371619742,0.11808688345076833,0.962775406735248,0.9277983391460847,NS
GENE_0846,0.16964696322913486,0.5317657467331234,0.962775406735248,0.27427964083652095,NS
GENE_0835,-0.16124745390525153,0.5834686684731607,0.962775406735248,0.2339824600548606,NS
GENE_0827,-0.2126540206997367,0.3965915797641152,0.962775406735248,0.40165651075805137,NS
GENE_0823,-0.3094194263430552,0.3622810976733305,0.962775406735248,0.4409543250610314,NS
GENE_0822,0.6397655599135561,0.09096697716849507,0.962775406735248,1.0411162366496132,NS
GENE_0820,-0.21881900707907853,0.6095705277024548,0.962775406735248,0.21497603898737816,NS
GENE_0819,-0.8439945061670402,0.020578766174701647,0.962775406735248,1.686580667454148,NS
GENE_0817,0.3530141472273929,0.43379542006352434,0.962775406735248,0.36271503750310446,NS
GENE_0831,-0.6848534900767742,0.08038080644089432,0.962775406735248,1.0948476409522263,NS
GENE_0847,-0.7448682291075759,0.04431541319526166,0.962775406735248,1.353445196995211,NS
GENE_0848,0.3308872857260212,0.3946888561002958,0.962775406735248,0.4037451355818646,NS
GENE_0850,0.4999861828501313,0.3160763056445566,0.962775406735248,0.5002080594072218,NS
GENE_0886,0.8339611867131209,0.037099989011316455,0.962775406735248,1.4306262190190602,NS
GENE_0883,0.5545442059731114,0.1756943767491902,0.962775406735248,0.7552421382535847,NS
GENE_0881,0.3414446055123239,0.35511558881827143,0.962775406735248,0.4496302626768267,NS
GENE_0878,-0.23887237893526336,0.42629800696451536,0.962775406735248,0.37028669776885786,NS
GENE_0876,0.382950067263236,0.39611174649630354,0.962775406735248,0.40218227861846584,NS
GENE_0871,-0.13530590935028464,0.5018983491673139,0.962775406735248,0.29938423278717036,NS
GENE_0869,0.4045421509708351,0.19824953089398223,0.962775406735248,0.7027878316542223,NS
GENE_0868,-0.6343413367711452,0.114507770468802,0.962775406735248,0.9411650412086545,NS
GENE_0865,0.5833073991105238,0.05567367746562097,0.962775406735248,1.2543500908849434,NS
GENE_0857,-0.36618784137610927,0.2138946081853501,0.962775406735248,0.6698001629032891,NS
GENE_0856,-0.7739562234938324,0.049822898531791275,0.962775406735248,1.3025710102450168,NS
GENE_0855,-0.849106879340539,0.018018377095384296,0.962775406735248,1.744284328243726,NS
GENE_0854,0.44898357977717396,0.26722269881902316,0.962775406735248,0.5731266541562579,NS
GENE_0853,0.4813268659082963,0.28765098310904225,0.962775406735248,0.5411341373412368,NS
GENE_1891,-0.4076410323080575,0.30064058589633713,0.962775406735248,0.521952390878135,NS
GENE_0816,0.5133702929863642,0.16141605113055113,0.962775406735248,0.7920532814428026,NS
GENE_0815,-0.3053037141777484,0.3123742295182743,0.962775406735248,0.5053248020663724,NS
GENE_0813,0.37083374088006327,0.3281987231936552,0.962775406735248,0.48386311283511524,NS
GENE_0810,-0.3580807601436886,0.31032967121600796,0.962775406735248,0.5081766987009319,NS
GENE_0774,-0.5042081615339251,0.22220478382790698,0.962775406735248,0.6532465954055109,NS
GENE_0773,-0.4486503187830513,0.1687053670860329,0.962775406735248,0.7728711008206509,NS
GENE_0772,0.7881922378429609,0.027136160963232642,0.962775406735248,1.5664515933164964,NS
GENE_0771,-0.3353977691391039,0.4110424255373719,0.962775406735248,0.38611335032376776,NS
GENE_0768,-0.4100898807023574,0.3410545773942014,0.962775406735248,0.46717611729922287,NS
GENE_0767,-0.3630582852364368,0.2527489326117268,0.962775406735248,0.5973106698094279,NS
GENE_0766,0.5236472380240889,0.17406014842425732,0.962775406735248,0.7593006504827233,NS
GENE_1901,-0.38094332431097566,0.22578903369733705,0.962775406735248,0.646297155061133,NS
GENE_0762,-0.33794896293235865,0.19351821692478455,0.962775406735248,0.7132781462134279,NS
GENE_0758,-0.3987524709322683,0.22611693901197183,0.962775406735248,0.6456669022991635,NS
GENE_0757,-0.41953975089703643,0.31278430417231495,0.962775406735248,0.5047550483947402,NS
GENE_0756,-0.4402706947469621,0.4388379913325212,0.962775406735248,0.35769578148052006,NS
GENE_0754,-0.5150682742054,0.18065730771503608,0.962775406735248,0.7431444662236898,NS
GENE_0753,-0.30741180164043946,0.3265068015609096,0.962775406735248,0.4861077673763358,NS
GENE_0751,0.17314173418087808,0.5864081602855533,0.962775406735248,0.2317999948090703,NS
GENE_0776,-0.6417413312819482,0.14659908683716283,0.962775406735248,0.8338687348982771,NS
GENE_1778,0.27775119249522184,0.2664857443833878,0.962775406735248,0.5743260185369392,NS
GENE_0781,-0.17793251972717972,0.4368179443446534,0.962775406735248,0.3596995292552595,NS
GENE_1897,-0.39872553887798734,0.28687607179482644,0.962775406735248,0.5423056745523566,NS
GENE_0808,-0.9542276285595266,0.005476951499833238,0.962775406735248,2.261461104871481,NS
GENE_0806,-0.3607085034809554,0.4008946880291673,0.962775406735248,0.396969698239138,NS
GENE_0805,-0.2168230443622221,0.4986354376488471,0.962775406735248,0.3022168597503326,NS
GENE_0804,0.2981284867404632,0.5917173346528097,0.962775406735248,0.22788570766436617,NS
GENE_0802,0.5084719152766768,0.13551314460772984,0.962775406735248,0.8680185767177685,NS
GENE_0801,-0.3846945027396984,0.19498775944951074,0.962775406735248,0.709992651049729,NS
GENE_0799,0.21101549186340218,0.43681778521050074,0.962775406735248,0.35969968747013564,NS
GENE_0796,0.3073080200370377,0.22974682677313507,0.962775406735248,0.6387504783071802,NS
GENE_0795,-0.2916802760157937,0.35156726217226997,0.962775406735248,0.4539915730746401,NS
GENE_0793,-0.4552048889997904,0.27241950264867487,0.962775406735248,0.5647618042867384,NS
GENE_0792,0.4046479595198287,0.3695392394935044,0.962775406735248,0.4323394392970452,NS
GENE_1896,0.5504087201121006,0.1255063256394632,0.962775406735248,0.9013343847719335,NS
GENE_0786,-0.5693812847164166,0.053099949789039855,0.962775406735248,1.2749058895843168,NS
GENE_0785,-0.3334534226942374,0.5776098616127945,0.962775406735248,0.2383654006055601,NS
GENE_0784,-0.49540397386781176,0.218339374040879,0.962775406735248,0.660867939111104,NS
GENE_0782,0.5908995924709304,0.1658134060500216,0.962775406735248,0.7803803595627045,NS
GENE_0889,0.389366053733597,0.39373962465624524,0.962775406735248,0.4047908770471881,NS
GENE_0892,0.2613806252405215,0.5106487176683112,0.962775406735248,0.29187775434723656,NS
GENE_0893,-0.5004483875098567,0.2599160220017721,0.962775406735248,0.5851669484617036,NS
GENE_0979,0.1350404698858636,0.5846437448779988,0.962775406735248,0.2331086924880628,NS
GENE_0977,0.5627939497767276,0.11970546488341696,0.962775406735248,0.9218860224044831,NS
GENE_1882,-0.8278822456447497,0.030056273221251824,0.962775406735248,1.5220648700493205,NS
GENE_0974,-0.5680319900261326,0.24641616390028132,0.962775406735248,0.6083308076177788,NS
GENE_0973,-0.47834494308679165,0.4169094668530733,0.962775406735248,0.3799582431433809,NS
GENE_0972,0.2450752517881476,0.39754583464504867,0.962775406735248,0.40061279257763716,NS
GENE_0971,0.3059994044663288,0.4824911672004799,0.962775406735248,0.3165106327268282,NS
GENE_0970,0.2645824579409748,0.34540962365446015,0.962775406735248,0.46166556647381907,NS
GENE_0969,0.5713441188999164,0.08758514011062116,0.962775406735248,1.0575695709482584,NS
GENE_1884,0.32780113750594975,0.4889149095652211,0.962775406735248,0.3107667186306793,NS
GENE_0965,0.42566503932417543,0.2861027383340542,0.962775406735248,0.5434779854744364,NS
GENE_0964,0.3460521298734749,0.3177308051517006,0.962775406735248,0.4979406767094297,NS
GENE_0962,-0.02415303396740498,0.5917173346528097,0.962775406735248,0.22788570766436617,NS
GENE_0960,-0.6801952209404982,0.057447251446580125,0.962775406735248,1.2407307452200607,NS
GENE_0958,0.49919370561177345,0.19498806935718493,0.962775406735248,0.7099919607957036,NS
GENE_0981,-0.1589811930630951,0.5084579197767134,0.962775406735248,0.2937449836753218,NS
GENE_0955,-0.5624271464115171,0.09649596376664228,0.962775406735248,1.015490851946724,NS
GENE_0982,0.4884161087547678,0.2635452900022939,0.962775406735248,0.5791447409526926,NS
GENE_0987,0.15974289221990468,0.5976417799198076,0.962775406735248,0.22355904948854216,NS
GENE_1012,-0.38041916940185416,0.2978535479551957,0.962775406735248,0.5259972223296611,NS
GENE_1875,-0.8630471085083,0.010103785297654443,0.962775406735248,1.9955158909795094,NS
GENE_1008,0.4851242907463602,0.21389476714779065,0.962775406735248,0.6697998401439373,NS
GENE_1006,0.36002156005583164,0.39754583464504867,0.962775406735248,0.40061279257763716,NS
GENE_1005,0.021028967713689894,0.561351900946208,0.962775406735248,0.25076480233313914,NS
GENE_1004,-0.6984570194000534,0.04150302406917424,0.962775406735248,1.3819202577769014,NS
GENE_1003,0.16110136010033482,0.4198610049094922,0.962775406735248,0.376894459105928,NS
GENE_1000,0.20114108621301519,0.4434024331501727,0.962775406735248,0.35320192804427686,NS
GENE_0999,0.4072581483672435,0.47717365678698453,0.962775406735248,0.32132354033246846,NS
GENE_0998,0.3285867255241639,0.49972182023599354,0.962775406735248,0.3012716867767643,NS
GENE_1997,-0.43821306661831105,0.2773082634576527,0.962775406735248,0.5570371887683739,NS
GENE_0996,-0.47518575627066717,0.30264233679687436,0.962775406735248,0.5190703183777832,NS
GENE_0995,0.5575940218792832,0.18177397156893538,0.962775406735248,0.7404683038052627,NS
GENE_1880,0.39117875589414375,0.36589683794464567,0.962775406735248,0.43664134364027324,NS
GENE_1881,0.3004212371268453,0.3946894029692516,0.962775406735248,0.403744533836967,NS
GENE_0986,0.40672067215756513,0.25417013265324817,0.962775406735248,0.5948754844113304,NS
GENE_1016,0.3133774128113833,0.4614156054487938,0.962775406735248,0.3359077213760663,NS
GENE_0952,0.3781187771796386,0.23577440295253338,0.962775406735248,0.6275033462294392,NS
GENE_0949,-0.5297254992994374,0.1506858414265896,0.962775406735248,0.8219275524576107,NS
GENE_0914,0.5470392061536318,0.26869887055875463,0.962775406735248,0.5707341590641571,NS
GENE_0911,0.43328774900995715,0.48462745730555545,0.962775406735248,0.3145919838871582,NS
GENE_0910,0.28532767720190044,0.6059807437041806,0.962775406735248,0.21754117622296978,NS
GENE_1887,-0.5039673851974378,0.20064713857168293,0.962775406735248,0.697567029358448,NS
GENE_0907,-0.5315638184366307,0.23174387858133727,0.962775406735248,0.6349917287409967,NS
GENE_0905,0.5414559345033974,0.12382811325985385,0.962775406735248,0.9071807442695655,NS
GENE_0904,-0.20988999615489057,0.5504497624676753,0.962775406735248,0.2592823113491992,NS
GENE_0902,0.9698574631799612,0.00956778535541282,0.962775406735248,2.0191885762492072,NS
GENE_0901,0.49751103069937397,0.22941501695743227,0.962775406735248,0.6393781576278939,NS
GENE_0900,-0.13754138832348506,0.5150613878915633,0.962775406735248,0.28814100623312067,NS
GENE_0899,-0.6417967707782317,0.08554220149515238,0.962775406735248,1.0678195770287804,NS
GENE_0898,0.312327289480975,0.38901090840382824,0.962775406735248,0.410038220285691,NS
GENE_0897,-0.6087434306583468,0.1094893109797877,0.962775406735248,0.960628277253881,NS
GENE_1888,-0.2712048029047489,0.43782737662279336,0.962775406735248,0.3586970862023296,NS
GENE_0895,0.28689924355927054,0.41789151962070437,0.962775406735248,0.37893644201574744,NS
GENE_0915,-0.5349863279202047,0.21013590550122652,0.962775406735248,0.6774997342253826,NS
GENE_0950,0.22238583677925572,0.556750503727927,0.962775406735248,0.2543393813596447,NS
GENE_0916,0.268138285005743,0.3640886841007871,0.962775406735248,0.43879281875612924,NS
GENE_0920,-0.3679716865311473,0.34105346037331596,0.962775406735248,0.46717753970148135,NS
GENE_0945,0.89050043497316,0.004848920029043868,0.962775406735248,2.314354978439922,NS
GENE_0943,-0.3056829692777461,0.26648568906643477,0.962775406735248,0.57432610868754,NS
GENE_0942,-0.6438796551568204,0.059729927663119166,0.962775406735248,1.2238080112118634,NS
GENE_0938,0.317139645190756,0.546459975785746,0.962775406735248,0.26244164145799437,NS
GENE_0937,0.42288675077166094,0.3034455135570777,0.962775406735248,0.5179192791713993,NS
GENE_0936,-0.6262972956716544,0.12763156204554055,0.962775406735248,0.8940419155267322,NS
GENE_0935,-0.6642138507949271,0.10337191585149465,0.962775406735248,0.9855974346210973,NS
GENE_0934,-0.7375824266496789,0.05892024041285528,0.962775406735248,1.2297354897696067,NS
GENE_0932,-0.34024796323298734,0.33673374337351925,0.962775406735248,0.47271336170325545,NS
GENE_0931,0.46342187573418236,0.24921747791378968,0.962775406735248,0.6034215033638297,NS
GENE_0929,0.5964386957108818,0.10611798362320729,0.962775406735248,0.974211010759386,NS
GENE_0928,0.557290525583265,0.14423390947742296,0.962775406735248,0.8409326247229315,NS
GENE_0927,0.6333763149642744,0.11728403532638056,0.962775406735248,0.9307610999178993,NS
GENE_0924,0.30790340744459943,0.46558933644328815,0.962775406735248,0.33199697504388775,NS
GENE_0922,-0.2393555664585918,0.5717788976082538,0.962775406735248,0.24277187699727817,NS
GENE_0919,0.2758788690456191,0.40619176580522565,0.962775406735248,0.39126888472638593,NS
GENE_1903,-0.13511232040326782,0.37780952546907287,0.962775406735248,0.4227270966881252,NS
GENE_1272,0.2717629779842925,0.5317648448809419,0.962775406735248,0.27428037738219063,NS
GENE_1276,0.23692209262561192,0.5952687844537422,0.962775406735248,0.2252868909992913,NS
GENE_1617,-0.48271171298434634,0.14947562996676042,0.962775406735248,0.82542960756487,NS
GENE_1796,0.3498274273873676,0.4645435153547255,0.962775406735248,0.3329735979388741,NS
GENE_1607,0.505876721837657,0.1310896583653474,0.962775406735248,0.8824315683558216,NS
GENE_1605,-0.40937489326716925,0.15836555794398777,0.962775406735248,0.8003392648003114,NS
GENE_1604,-0.23922367822790047,0.5793647252425141,0.962775406735248,0.2370479504489412,NS
